cod_localidad,localidad,anio,mes,ValorVigente,ValorCompromiso,ValorGiros,giro_mes,compromiso_mes
12,Barrios Unidos,2024,7,66698.150816,30292.518589,15077.038477,2781.736237000001,1048.1134439999987
12,Barrios Unidos,2024,8,66698.150816,31339.908889,17524.730938,2447.6924610000005,1047.3902999999991
12,Barrios Unidos,2024,9,66698.150816,36230.438596,19223.51438,1698.783442,4890.5297070000015
12,Barrios Unidos,2024,10,66698.150816,38497.298737,25171.844104,5948.329723999999,2266.8601409999974
12,Barrios Unidos,2024,11,66698.150816,40024.832288,27932.032069,2760.187965000001,1527.5335510000004
12,Barrios Unidos,2024,12,66698.150816,60901.551626,32138.744425,4206.712356,20876.719338000003
12,Barrios Unidos,2025,1,81654.686,28943.157200999998,436.893031,436.893031,28943.157200999998
12,Barrios Unidos,2025,2,81654.686,29567.122561,3838.999482,3402.106451,623.965360000002
12,Barrios Unidos,2025,3,81654.686,35330.512861,7323.579679,3484.580197,5763.390300000003
12,Barrios Unidos,2025,4,77592.187201,37519.488473,9635.376468,2311.796789,2188.9756119999947
12,Barrios Unidos,2025,5,77592.187201,42373.476703,16600.736958999998,6965.360490999998,4853.988230000003
12,Barrios Unidos,2025,6,77592.187201,43078.904926999996,20105.687401,3504.950442000001,705.4282239999957
12,Barrios Unidos,2025,7,77592.187201,47734.367942,25494.523444,5388.836042999999,4655.463015000001
12,Barrios Unidos,2025,8,77592.187201,52311.476904999996,31074.514536,5579.991092,4577.108962999999
12,Barrios Unidos,2025,9,80059.32642699999,53318.784106,35882.193304,4807.678768000002,1007.3072010000033
12,Barrios Unidos,2025,10,80059.32642699999,67808.308173,39872.782233,3990.5889289999977,14489.524066999998
12,Barrios Unidos,2025,11,80059.32642699999,71307.038124,43119.122122,3246.3398890000026,3498.729951000001
12,Barrios Unidos,2025,12,78434.142427,78386.865344,47468.426897000005,4349.304775000004,7079.8272200000065
12,Barrios Unidos,2026,1,78764.466,43547.494703000004,705.902061,705.902061,43547.494703000004
12,Barrios Unidos,2026,2,78764.466,44492.679203,3982.8315350000003,3276.9294740000005,945.1844999999958
12,Barrios Unidos,2026,3,78764.466,44704.995471,6967.867243,2985.0357079999994,212.3162680000023
12,Barrios Unidos,2026,4,77663.954447,44725.221588,9078.642044,2110.7748010000005,20.22611699999834
12,Barrios Unidos,2026,5,77663.954447,44619.697041,12791.781494,3713.1394500000006,-105.5245470000009
13,Teusaquillo,2024,1,46167.034,13883.939614,895.7244969999999,895.7244969999999,13883.939614
13,Teusaquillo,2024,2,45107.46823,18713.5498,1926.556462,1030.831965,4829.610186
13,Teusaquillo,2024,3,45107.46823,21018.353,4068.9183780000003,2142.3619160000003,2304.8031999999985
13,Teusaquillo,2024,4,45107.46823,21674.105466,5034.00985,965.0914720000001,655.7524660000017
13,Teusaquillo,2024,5,45107.46823,22123.672714,6527.593545000001,1493.5836950000003,449.5672479999994
13,Teusaquillo,2024,6,45107.46823,23948.277647,7497.632205,970.0386599999993,1824.6049329999987
13,Teusaquillo,2024,7,45107.46823,25037.411645,8661.234051,1163.6018459999996,1089.1339980000012
13,Teusaquillo,2024,8,45357.46823,25990.256375,10451.779086,1790.545035000001,952.8447300000007
13,Teusaquillo,2024,9,45357.46823,28739.114995,11624.907191,1173.1281049999998,2748.858619999999
13,Teusaquillo,2024,10,45357.46823,29809.52329,14034.138892,2409.2317010000006,1070.408295000001
13,Teusaquillo,2024,11,45357.46823,28977.087760000002,15027.872346,993.7334539999993,-832.4355299999988
13,Teusaquillo,2024,12,45357.46823,45137.986051,16416.061666,1388.1893200000013,16160.898290999998
13,Teusaquillo,2025,1,61312.606999999996,28729.418585,1414.0336810000001,1414.0336810000001,28729.418585
13,Teusaquillo,2025,2,61312.606999999996,29823.963665000003,3437.5851180000004,2023.5514370000003,1094.5450800000035
13,Teusaquillo,2025,3,61125.438385,34511.232453000004,5959.404278,2521.8191599999996,4687.268788000001
13,Teusaquillo,2025,4,61125.438385,35127.592309,7011.855855000001,1052.4515770000007,616.3598559999955
13,Teusaquillo,2025,5,61125.438385,35982.298726,10483.011303,3471.1554479999986,854.7064170000012
13,Teusaquillo,2025,6,62310.338242,36600.599307,14411.47013,3928.4588270000004,618.3005809999959
13,Teusaquillo,2025,7,62310.338242,46319.832661,18172.757245,3761.287115000001,9719.233354000004
13,Teusaquillo,2025,8,64107.925723,47760.607903000004,24218.451059,6045.693813999998,1440.7752420000033
13,Teusaquillo,2025,9,64107.925723,50429.678099000004,27218.709474,3000.2584150000002,2669.0701960000006
13,Teusaquillo,2025,10,64107.925723,53979.99667,31830.279677,4611.570202999999,3550.318570999996
13,Teusaquillo,2025,11,64107.925723,56689.995135,33833.886314,2003.6066370000044,2709.998464999997
13,Teusaquillo,2025,12,63010.540723,62011.06074,39101.94307,5268.056755999998,5321.065605000003
13,Teusaquillo,2026,1,57469.705,31630.710469999998,105.918259,105.918259,31630.710469999998
13,Teusaquillo,2026,2,57469.705,31961.83327,2430.905796,2324.987537,331.122800000001
13,Teusaquillo,2026,3,57469.705,32225.105356,6363.779755,3932.8739589999996,263.27208600000085
13,Teusaquillo,2026,4,57469.705,32997.793699,9592.598856,3228.819101000001,772.6883430000016
13,Teusaquillo,2026,5,57469.705,33277.315895,12711.92455,3119.325693999999,279.5221959999981
14,Los Mártires,2024,1,65503.911,23115.821808,204.527753,204.527753,23115.821808
14,Los Mártires,2024,2,65503.911,29625.086221,2402.52902,2198.001267,6509.264413000001
14,Los Mártires,2024,3,65503.911,30384.77922,3821.154063,1418.625043,759.692998999999
14,Los Mártires,2024,4,65503.911,33332.206036,5524.676401,1703.5223379999998,2947.426816000003
14,Los Mártires,2024,5,62097.389186,35286.408701,7672.729278,2148.052877,1954.202664999997
14,Los Mártires,2024,6,62097.389186,38578.917934,8096.017081,423.28780300000017,3292.509232999997
14,Los Mártires,2024,7,62097.389186,40259.836600999995,10743.275995,2647.258914,1680.918666999998
14,Los Mártires,2024,8,64597.389186,41573.453634,12533.68275,1790.406755,1313.6170330000023
14,Los Mártires,2024,9,64597.389186,44345.306498,17114.728718000002,4581.045968000002,2771.8528640000004
14,Los Mártires,2024,10,64597.389186,46102.403432,24412.653556,7297.924837999999,1757.096934000001
14,Los Mártires,2024,11,64597.389186,46913.77468,27308.544787,2895.891230999998,811.3712480000031
14,Los Mártires,2024,12,64597.389186,61047.152869,31996.919257,4688.3744700000025,14133.378188999995
14,Los Mártires,2025,1,80545.976,26671.703177,226.869385,226.869385,26671.703177
14,Los Mártires,2025,2,80545.976,31560.332610999998,1708.303308,1481.433923,4888.629433999999
14,Los Mártires,2025,3,80545.976,35303.305017,7077.185509999999,5368.882201999999,3742.972406000001
14,Los Mártires,2025,4,80545.976,36536.242443,8956.294630999999,1879.1091209999995,1232.937426000004
14,Los Mártires,2025,5,73960.859612,40969.078626,11506.322319,2550.027688000002,4432.836182999999
14,Los Mártires,2025,6,73960.859612,41004.222802000004,17042.573972,5536.2516529999975,35.14417600000161
14,Los Mártires,2025,7,73960.859612,53823.174598,19323.857325,2281.2833530000025,12818.951795999994
14,Los Mártires,2025,8,76588.748403,57878.553411,25401.997608,6078.140283000001,4055.378813000003
14,Los Mártires,2025,9,76588.748403,58585.828132,30674.037722,5272.040113999999,707.2747210000016
14,Los Mártires,2025,10,76588.748403,69578.513064,32886.546621,2212.5088990000004,10992.684931999996
14,Los Mártires,2025,11,76588.748403,69788.233753,34739.982968,1853.4363469999953,209.7206889999943
14,Los Mártires,2025,12,75153.313003,75106.784363,40278.143211,5538.160243000006,5318.550610000006
14,Los Mártires,2026,1,78816.592,36206.017376,12.1904,12.1904,36206.017376
14,Los Mártires,2026,2,78816.592,46040.827606,3248.515551,3236.325151,9834.810229999995
14,Los Mártires,2026,3,78816.592,45860.232411000005,5791.977301,2543.46175,-180.59519499999442
14,Los Mártires,2026,4,78816.592,48613.014331,12639.785747,6847.808446,2752.781919999994
14,Los Mártires,2026,5,73866.139152,48893.592987,15681.507843,3041.7220959999995,280.57865600000514
15,Antonio Nariño,2024,1,55673.455,16070.140311,1714.930132,1714.930132,16070.140311
15,Antonio Nariño,2024,2,55673.455,18065.612392,2825.534954,1110.6048220000002,1995.472081
15,Antonio Nariño,2024,3,49093.608514,20504.068682999998,3890.234164,1064.6992099999998,2438.4562909999986
15,Antonio Nariño,2024,4,49093.608514,21065.099786,6416.597979,2526.363815,561.0311030000012
15,Antonio Nariño,2024,5,49093.608514,23986.287174999998,8843.681736999999,2427.083757999999,2921.187388999999
15,Antonio Nariño,2024,6,49093.608514,29285.044312,10895.156686999999,2051.47495,5298.757137000004
15,Antonio Nariño,2024,7,49093.608514,32627.821498999998,11613.327587,718.170900000001,3342.777186999996
15,Antonio Nariño,2024,8,49093.608514,33192.121618,17004.236679,5390.909092000002,564.3001189999995
15,Antonio Nariño,2024,9,49343.608514,35079.518997,19220.098223,2215.8615439999994,1887.3973790000018
15,Antonio Nariño,2024,10,49343.608514,39673.69165,22420.197213,3200.0989899999986,4594.172653000001
15,Antonio Nariño,2024,11,49343.608514,40403.083484,25576.218555,3156.021342,729.3918340000018
15,Antonio Nariño,2024,12,49343.608514,48030.246732,28558.359938,2982.141383000002,7627.163247999997
15,Antonio Nariño,2025,1,58589.89399999999,19688.928229999998,634.1089470000001,634.1089470000001,19688.928229999998
15,Antonio Nariño,2025,2,58589.89399999999,22263.85223,3169.6906969999995,2535.5817499999994,2574.9240000000027
15,Antonio Nariño,2025,3,55502.692793999995,24225.928836,3979.933795,810.2430980000004,1962.0766059999987
15,Antonio Nariño,2025,4,55502.692793999995,25661.807579,5195.390547,1215.456752,1435.8787430000011
15,Antonio Nariño,2025,5,55502.692793999995,27027.807029,8194.424299,2999.0337520000003,1365.9994499999993
15,Antonio Nariño,2025,6,55502.692793999995,31989.793061,11154.390379,2959.96608,4961.986032000001
15,Antonio Nariño,2025,7,55502.692793999995,33894.355861000004,17336.968155000002,6182.577776000002,1904.5628000000033
15,Antonio Nariño,2025,8,57041.709585,38302.654086,22465.208049,5128.2398939999985,4408.298224999999
15,Antonio Nariño,2025,9,57041.709585,38672.354812,24753.863341,2288.6552919999995,369.7007259999955
15,Antonio Nariño,2025,10,57041.709585,39142.24031,27937.80252,3183.939179000001,469.8854980000033
15,Antonio Nariño,2025,11,57041.709585,39803.851118,30362.40889,2424.6063699999977,661.6108079999976
15,Antonio Nariño,2025,12,55825.831585,53757.851357,31889.439539,1527.0306490000003,13954.000239
15,Antonio Nariño,2026,1,59182.828,29318.334038,620.7122449999999,620.7122449999999,29318.334038
15,Antonio Nariño,2026,2,59182.828,32527.654038,3296.1953869999998,2675.483142,3209.3199999999997
15,Antonio Nariño,2026,3,57097.331818,32548.043100999996,4631.079953,1334.8845660000006,20.389062999995076
15,Antonio Nariño,2026,4,57097.331818,32564.661314999998,7023.069019,2391.989065999999,16.6182140000019
15,Antonio Nariño,2026,5,57097.331818,32743.912511000002,9279.070097999998,2256.0010789999988,179.2511960000047
16,Puente Aranda,2024,1,81459.388,26333.602648,2653.607406,2653.607406,26333.602648
16,Puente Aranda,2024,2,81459.388,31159.269447000002,6628.061328,3974.4539219999997,4825.666799000002
16,Puente Aranda,2024,3,79739.354098,33310.526155,10634.709347,4006.648019,2151.256707999997
16,Puente Aranda,2024,4,79739.354098,34306.490307,13962.787124,3328.0777770000004,995.9641520000005
16,Puente Aranda,2024,5,79739.354098,42575.383534,16930.635133,2967.8480089999994,8268.893227
16,Puente Aranda,2024,6,79739.354098,49373.518405,19926.611082,2995.9759489999997,6798.134871000002
16,Puente Aranda,2024,7,79739.354098,52780.073477,27409.922738,7483.311656000002,3406.5550719999956
16,Puente Aranda,2024,8,79989.354098,54103.821042,34639.292945,7229.370207,1323.7475650000051
16,Puente Aranda,2024,9,79989.354098,57745.105642,37006.836605,2367.5436599999957,3641.284599999999
16,Puente Aranda,2024,10,79989.354098,59366.212449,42420.00959,5413.172985000005,1621.1068069999965
16,Puente Aranda,2024,11,79989.354098,61086.336349000005,44611.791846,2191.7822559999986,1720.123900000006
16,Puente Aranda,2024,12,79989.354098,79054.54857300001,50292.119963,5680.328116999997,17968.212224000003
16,Puente Aranda,2025,1,93432.769,28808.923313,1815.274782,1815.274782,28808.923313
16,Puente Aranda,2025,2,93432.769,31711.812381,3309.5865639999997,1494.3117819999998,2902.8890680000004
16,Puente Aranda,2025,3,88345.98161,35715.211832,6208.924391999999,2899.3378279999993,4003.399451000001
16,Puente Aranda,2025,4,88345.98161,41355.84712,10616.743491,4407.819099,5640.635287999998
16,Puente Aranda,2025,5,88345.98161,44593.59912,15215.038286,4598.294795000002,3237.7520000000004
16,Puente Aranda,2025,6,88345.98161,49337.140524,22149.823691,6934.7854050000005,4743.541404000003
16,Puente Aranda,2025,7,88345.98161,54857.854261,25906.652006,3756.828314999999,5520.713736999998
16,Puente Aranda,2025,8,90719.770321,58954.927432000004,32721.721604,6815.069597999998,4097.073171000004
16,Puente Aranda,2025,9,90719.770321,61403.174691,36381.961859999996,3660.2402559999973,2448.247258999996
16,Puente Aranda,2025,10,90719.770321,74219.176712,40967.845466,4585.883606000003,12816.002021
16,Puente Aranda,2025,11,90719.770321,77225.46042799999,45363.268377,4395.4229110000015,3006.283715999991
16,Puente Aranda,2025,12,88809.508321,88715.215822,57251.340623000004,11888.072246000003,11489.755394000007
16,Puente Aranda,2026,1,97722.447,55091.708435,2624.2289149999997,2624.2289149999997,55091.708435
16,Puente Aranda,2026,2,97722.447,58327.553519,9040.568194,6416.339279,3235.8450840000005
16,Puente Aranda,2026,3,90815.779199,58502.412564000006,15154.232410999999,6113.664217,174.8590450000047
16,Puente Aranda,2026,4,90815.779199,59095.525583,21704.615192999998,6550.382781999999,593.1130189999967
16,Puente Aranda,2026,5,90815.779199,60098.846031,24070.540694,2365.9255010000015,1003.3204479999986
17,La Candelaria,2024,1,32384.82,6090.339626,531.981407,531.981407,6090.339626
17,La Candelaria,2024,2,31932.31305,12851.477234,1896.633691,1364.652284,6761.137608
17,La Candelaria,2024,3,31932.31305,15353.986272,2590.929739,694.2960480000002,2502.509038
17,La Candelaria,2024,4,31932.31305,16319.078526000001,4233.818591,1642.888852,965.092254000001
17,La Candelaria,2024,5,31932.31305,17428.56383,5233.729245,999.9106540000002,1109.485303999998
17,La Candelaria,2024,6,32718.31305,18123.489331,6286.606268,1052.877022999999,694.9255010000015
17,La Candelaria,2024,7,32718.31305,21244.138328,7477.406699,1190.8004310000006,3120.6489970000002
17,La Candelaria,2024,8,38718.31305,21707.068728000002,9717.729447,2240.3227479999996,462.9304000000011
17,La Candelaria,2024,9,38718.31305,23888.181746000002,10944.126593,1226.3971460000012,2181.113018
17,La Candelaria,2024,10,38718.31305,27268.312267,13039.574892999999,2095.448299999998,3380.130520999999
17,La Candelaria,2024,11,38718.31305,31508.077513,19882.228391,6842.6534980000015,4239.765245999999
17,La Candelaria,2024,12,38718.31305,37778.585429,21209.888957,1327.6605659999987,6270.507915999999
17,La Candelaria,2025,1,47957.751000000004,2678.825804,1274.7288990000002,1274.7288990000002,2678.825804
17,La Candelaria,2025,2,47957.751000000004,10456.627973999999,2698.952275,1424.223376,7777.802169999999
17,La Candelaria,2025,3,47881.680472,19516.400409,3356.478603,657.5263279999999,9059.772435000003
17,La Candelaria,2025,4,47881.680472,20526.274785999998,5205.39734,1848.9187370000004,1009.8743769999965
17,La Candelaria,2025,5,47881.680472,21365.686925,6950.390551,1744.993211,839.4121390000037
17,La Candelaria,2025,6,54007.080329,23214.997197999997,9907.438718,2957.048166999999,1849.3102729999955
17,La Candelaria,2025,7,54007.080329,32795.709071,12138.11609,2230.677372,9580.711873
17,La Candelaria,2025,8,54836.232287,36640.409538,20141.920972,8003.804882,3844.7004670000024
17,La Candelaria,2025,9,54836.232287,40591.67033,22926.981331,2785.060358999999,3951.260792000001
17,La Candelaria,2025,10,54836.232287,44874.641987,25293.77768,2366.796349,4282.971657000002
17,La Candelaria,2025,11,54836.232287,47600.039365000004,27849.03109,2555.253410000001,2725.3973780000015
17,La Candelaria,2025,12,53773.685287,53326.245848,30916.323103000002,3067.292013000002,5726.2064829999945
17,La Candelaria,2026,1,55157.886,10059.175162,658.38293,658.38293,10059.175162
17,La Candelaria,2026,2,55157.886,19456.951101,3178.727093,2520.3441629999998,9397.775939
17,La Candelaria,2026,3,52525.354745,31043.768168000002,5407.802198,2229.0751050000003,11586.817067000004
17,La Candelaria,2026,4,52525.354745,30973.181225999997,7443.683112,2035.8809139999994,-70.58694200000537
17,La Candelaria,2026,5,52525.354745,30676.204001000002,9504.887318,2061.2042059999994,-296.9772249999951
18,Rafael Uribe Uribe,2024,1,191661.51,69007.330898,2253.907441,2253.907441,69007.330898
18,Rafael Uribe Uribe,2024,2,191661.51,69952.415066,6258.5855790000005,4004.6781380000007,945.0841680000012
18,Rafael Uribe Uribe,2024,3,191661.51,71174.72887,7843.4464020000005,1584.860823,1222.313804000005
18,Rafael Uribe Uribe,2024,4,172158.223062,72645.44152000001,9244.565655,1401.1192529999998,1470.7126500000013
18,Rafael Uribe Uribe,2024,5,172158.223062,73416.91152000001,11150.073294,1905.5076389999995,771.4700000000012
18,Rafael Uribe Uribe,2024,6,172158.223062,74981.258017,17398.581511,6248.5082170000005,1564.3464969999914
18,Rafael Uribe Uribe,2024,7,172408.223062,80841.633239,20571.35934,3172.7778289999987,5860.375222000002
18,Rafael Uribe Uribe,2024,8,172408.223062,81485.52823899999,32937.498124,12366.138783999999,643.8949999999895
18,Rafael Uribe Uribe,2024,9,172408.223062,92786.92533499999,37660.096915,4722.598791000004,11301.397096
18,Rafael Uribe Uribe,2024,10,172408.223062,95509.242849,52811.454234,15151.357318999995,2722.3175140000094
18,Rafael Uribe Uribe,2024,11,172408.223062,110884.339614,58613.306751,5801.852516999999,15375.096764999995
18,Rafael Uribe Uribe,2024,12,172408.223062,163813.553916,71626.922642,13013.615891000009,52929.21430200001
18,Rafael Uribe Uribe,2025,1,229891.105,4600.583826,3283.619814,3283.619814,4600.583826
18,Rafael Uribe Uribe,2025,2,229891.105,91383.733056,15122.252234,11838.63242,86783.14923
18,Rafael Uribe Uribe,2025,3,229891.105,105702.62231199999,21741.436533,6619.1842990000005,14318.889255999995
18,Rafael Uribe Uribe,2025,4,208699.57427399998,108804.56631200001,26889.77267,5148.336136999998,3101.9440000000177
18,Rafael Uribe Uribe,2025,5,208699.57427399998,120172.038865,40797.186934,13907.414264,11367.472552999985
18,Rafael Uribe Uribe,2025,6,208699.57427399998,121050.001714,48670.789721,7873.602787000003,877.9628490000032
18,Rafael Uribe Uribe,2025,7,208699.57427399998,139876.49677,61015.292684,12344.502962999999,18826.495056
18,Rafael Uribe Uribe,2025,8,213056.108439,156382.539361,77249.32152,16234.028835999998,16506.042591000005
18,Rafael Uribe Uribe,2025,9,213056.108439,157839.021103,89316.689635,12067.368115000005,1456.4817420000036
18,Rafael Uribe Uribe,2025,10,213056.108439,173288.028784,103364.127041,14047.437405999997,15449.007680999988
18,Rafael Uribe Uribe,2025,11,213056.108439,174466.66728,113505.598623,10141.471581999998,1178.6384959999996
18,Rafael Uribe Uribe,2025,12,209227.897439,208778.461593,128695.916449,15190.317825999999,34311.79431300002
18,Rafael Uribe Uribe,2026,1,206350.80899999998,13554.603097,0.0,0.0,13554.603097
18,Rafael Uribe Uribe,2026,2,206350.80899999998,106532.445531,8511.098818,8511.098818,92977.842434
18,Rafael Uribe Uribe,2026,3,206350.80899999998,107790.570808,14276.241502,5765.142684,1258.1252769999992
18,Rafael Uribe Uribe,2026,4,192561.575144,107178.769315,19916.191921999998,5639.950419999997,-611.8014930000063
18,Rafael Uribe Uribe,2026,5,192561.575144,107575.36908,25112.643137,5196.451215000001,396.5997650000063
19,Ciudad Bolívar,2024,1,330876.803,121130.355677,5388.6731930000005,5388.6731930000005,121130.355677
19,Ciudad Bolívar,2024,2,330876.803,125067.482853,17126.81779,11738.144597,3937.1271759999945
19,Ciudad Bolívar,2024,3,313201.828466,131908.93509,26769.493756,9642.675965999999,6841.4522370000195
19,Ciudad Bolívar,2024,4,313201.828466,135227.052977,35113.017519,8343.523763000001,3318.1178870000003
19,Ciudad Bolívar,2024,5,313201.828466,146345.908234,46514.003325,11400.985805999997,11118.855256999988
19,Ciudad Bolívar,2024,6,313201.828466,149092.13046,59519.85998,13005.856655000003,2746.2222259999835
19,Ciudad Bolívar,2024,7,313201.828466,211894.22527,72740.188844,13220.328864000003,62802.09481000001
19,Ciudad Bolívar,2024,8,313451.828466,213497.403633,77541.390426,4801.201581999994,1603.1783630000136
19,Ciudad Bolívar,2024,9,313451.828466,236577.88517,129320.80354,51779.413113999995,23080.481536999985
19,Ciudad Bolívar,2024,10,313451.828466,243828.466293,134117.772202,4796.968661999999,7250.581123000011
19,Ciudad Bolívar,2024,11,313451.828466,254349.590846,143743.984769,9626.21256700001,10521.124553000001
19,Ciudad Bolívar,2024,12,313451.82846600004,311836.051065,157160.11630999998,13416.13154099998,57486.460219
19,Ciudad Bolívar,2025,1,379283.771,154647.022255,18416.815238,18416.815238,154647.022255
19,Ciudad Bolívar,2025,2,379283.771,167518.791068,34240.883081,15824.067843,12871.768813000002
19,Ciudad Bolívar,2025,3,364478.084755,176932.05277,39128.589485,4887.706403999997,9413.261702000018
19,Ciudad Bolívar,2025,4,364478.084755,197137.248673,65145.503567,26016.914082000003,20205.195902999985
19,Ciudad Bolívar,2025,5,364478.084755,202563.177195,78841.279508,13695.775941000007,5425.928522000002
19,Ciudad Bolívar,2025,6,364478.084755,205746.826122,94189.252943,15347.973434999993,3183.648927000002
19,Ciudad Bolívar,2025,7,367066.39679100004,261574.9476,108394.272923,14205.019979999997,55828.121478000015
19,Ciudad Bolívar,2025,8,367066.39679100004,281861.813229,137886.415167,29492.142244000002,20286.865629000007
19,Ciudad Bolívar,2025,9,367066.39679100004,286297.392086,152275.472847,14389.057679999998,4435.578856999986
19,Ciudad Bolívar,2025,10,367066.39679100004,307627.448014,166566.18846099998,14290.715613999986,21330.055928000016
19,Ciudad Bolívar,2025,11,367066.39679100004,332585.122156,179378.89440400002,12812.705943000037,24957.674141999974
19,Ciudad Bolívar,2025,12,360234.604791,357657.103901,196333.768063,16954.873658999975,25071.981744999997
19,Ciudad Bolívar,2026,1,383732.933,185732.830304,7392.495554,7392.495554,185732.830304
19,Ciudad Bolívar,2026,2,383732.933,201363.927934,26728.587215,19336.091661,15631.097630000004
19,Ciudad Bolívar,2026,3,368580.115838,213096.740313,41325.821615,14597.234400000001,11732.81237899998
19,Ciudad Bolívar,2026,4,368580.115838,215900.196925,64404.563069,23078.741454000003,2803.456612000009
19,Ciudad Bolívar,2026,5,369030.115838,215850.97098500002,81271.644506,16867.081436999993,-49.2259399999748
20,Sumapaz,2024,1,121092.552,48284.19531,3691.8470740000002,3691.8470740000002,48284.19531
20,Sumapaz,2024,2,121092.552,48830.315310000005,12592.115183,8900.268109,546.1200000000026
20,Sumapaz,2024,3,121092.552,51722.971165,16657.354479,4065.2392960000016,2892.6558549999972
20,Sumapaz,2024,4,121092.552,54819.974653,19859.004390000002,3201.6499110000004,3097.003487999995
20,Sumapaz,2024,5,110542.63031000001,57763.384922000005,25025.267284999998,5166.262894999996,2943.4102690000072
20,Sumapaz,2024,6,114542.63031000001,59641.982364,29315.552449,4290.285164000001,1878.5974419999984
20,Sumapaz,2024,7,114542.63031000001,64573.788896,35982.515231,6666.962781999999,4931.806531999995
20,Sumapaz,2024,8,114792.63031000001,75572.518063,40988.734317,5006.219086000005,10998.729166999998
20,Sumapaz,2024,9,114792.63031000001,86799.64728,44505.079722,3516.345405,11227.129217000009
20,Sumapaz,2024,10,114792.63031,89724.230824,53370.634421,8865.554699,2924.5835439999937
20,Sumapaz,2024,11,114792.63031000001,97147.525643,59680.433779,6309.799357999997,7423.2948190000025
20,Sumapaz,2024,12,114792.63031,114517.734772,67988.786357,8308.352578000005,17370.209128999995
20,Sumapaz,2025,1,125411.511,46928.668415,4333.335138,4333.335138,46928.668415
20,Sumapaz,2025,2,125411.511,53223.702174,8601.210769,4267.875630999999,6295.033758999998
20,Sumapaz,2025,3,125411.511,57571.243214,11214.820608999999,2613.609839999999,4347.541040000004
20,Sumapaz,2025,4,115418.463415,59201.099273,15610.637672,4395.817063000002,1629.856058999998
20,Sumapaz,2025,5,115418.463415,66449.3151,19639.172088,4028.5344159999986,7248.215827000007
20,Sumapaz,2025,6,115418.463415,68927.748455,26254.163492,6614.991404,2478.4333549999865
20,Sumapaz,2025,7,115418.463415,73753.919077,32556.044158,6301.880666000001,4826.170622000005
20,Sumapaz,2025,8,116418.463415,76394.930847,38372.061634,5816.017475999997,2641.0117699999973
20,Sumapaz,2025,9,116418.463415,82678.380498,44277.207655,5905.1460210000005,6283.449651000003
20,Sumapaz,2025,10,116418.463415,91895.199753,48541.572527,4264.364871999998,9216.819254999995
20,Sumapaz,2025,11,116418.463415,93752.720393,55158.144497,6616.5719700000045,1857.5206400000025
20,Sumapaz,2025,12,114137.186415,113553.888611,63100.547964,7942.403466999996,19801.168218000006
20,Sumapaz,2026,1,124353.493,68742.314647,2268.475274,2268.475274,68742.314647
20,Sumapaz,2026,2,124353.493,69249.833154,9938.532991,7670.057717,507.5185070000007
20,Sumapaz,2026,3,124353.493,69447.90728300001,15677.093049,5738.560057999999,198.07412900000054
20,Sumapaz,2026,4,117111.218647,68781.343758,22406.804236,6729.711187000001,-666.563525000005
20,Sumapaz,2026,5,117111.218647,68796.339743,28617.769645,6210.965409,14.995985000001383
